Spot, Strike, Vol, Expiry, BSC_An_Vega, BSC_Bumped_Vega, blank, blank 
59,50,0.0860001,1,0.913881,0.913905,1e-07,
59,50,0.124,1e-07,1e-07,1e-07,1e-07,
59,50,0.124,0.2,0.0643815,0.0643557,1e-07,
59,50,0.124,0.4,0.826209,0.826248,1e-07,
59,50,0.124,0.6,2.08037,2.08046,1e-07,
59,50,0.124,0.8,3.40732,3.40739,1e-07,
59,50,0.124,1,4.65789,4.65794,1e-07,
59,50,0.162,1e-07,1e-07,1e-07,1e-07,
59,50,0.162,0.2,0.512198,0.512219,1e-07,
59,50,0.162,0.4,2.63049,2.63054,1e-07,
59,50,0.162,0.6,4.90209,4.90207,1e-07,
59,50,0.162,0.8,6.92953,6.92945,1e-07,
59,50,0.162,1,8.69427,8.69416,1e-07,
59,50,0.2,1e-07,1e-07,1e-07,1e-07,
59,50,0.2,0.2,1.40465,1.4047,1e-07,
59,50,0.2,0.4,4.61914,4.61909,1e-07,
59,50,0.2,0.6,7.43394,7.43385,1e-07,
59,50,0.2,0.8,9.7799,9.77982,1e-07,
59,50,0.2,1,11.7666,11.7665,1e-07,
59.5,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
59.5,50,0.0100001,0.2,1e-07,1e-07,1e-07,
59.5,50,0.0100001,0.4,1e-07,1e-07,1e-07,
59.5,50,0.0100001,0.6,1e-07,1e-07,1e-07,
59.5,50,0.0100001,0.8,1e-07,1e-07,1e-07,
59.5,50,0.0100001,1,1e-07,1e-07,1e-07,
59.5,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
59.5,50,0.0480001,0.2,1e-07,1e-07,1e-07,
59.5,50,0.0480001,0.4,1.18654e-07,1.17764e-07,1e-07,
59.5,50,0.0480001,0.6,4.95395e-06,4.91393e-06,1e-07,
59.5,50,0.0480001,0.8,7.72869e-05,7.68422e-05,1e-07,
59.5,50,0.0480001,1,0.000397894,0.000396155,1e-07,
59.5,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
59.5,50,0.0860001,0.2,0.000104419,0.000103912,1e-07,
59.5,50,0.0860001,0.4,0.0236059,0.0235818,1e-07,
59.5,50,0.0860001,0.6,0.152929,0.152885,1e-07,
59.5,50,0.0860001,0.8,0.398296,0.398266,1e-07,
59.5,50,0.0860001,1,0.714228,0.714228,1e-07,
59.5,50,0.124,1e-07,1e-07,1e-07,1e-07,
59.5,50,0.124,0.2,0.0394813,0.0394576,1e-07,
59.5,50,0.124,0.4,0.639532,0.639553,1e-07,
59.5,50,0.124,0.6,1.74031,1.74039,1e-07,
59.5,50,0.124,0.8,2.96317,2.96326,1e-07,
59.5,50,0.124,1,4.14617,4.14624,1e-07,
59.5,50,0.162,1e-07,1e-07,1e-07,1e-07,
59.5,50,0.162,0.2,0.385276,0.385283,1e-07,
59.5,50,0.162,0.4,2.26793,2.26799,1e-07,
59.5,50,0.162,0.6,4.4231,4.42309,1e-07,
59.5,50,0.162,0.8,6.39624,6.39618,1e-07,
59.5,50,0.162,1,8.13542,8.13532,1e-07,
59.5,50,0.2,1e-07,1e-07,1e-07,1e-07,
59.5,50,0.2,0.2,1.16698,1.16703,1e-07,
59.5,50,0.2,0.4,4.19694,4.19692,1e-07,
59.5,50,0.2,0.6,6.95907,6.95898,1e-07,
59.5,50,0.2,0.8,9.29279,9.2927,1e-07,
59.5,50,0.2,1,11.281,11.2809,1e-07,
60,50,0.0100001,1e-07,1e-07,1e-07,1e-07,
60,50,0.0100001,0.2,1e-07,1e-07,1e-07,
60,50,0.0100001,0.4,1e-07,1e-07,1e-07,
60,50,0.0100001,0.6,1e-07,1e-07,1e-07,
60,50,0.0100001,0.8,1e-07,1e-07,1e-07,
60,50,0.0100001,1,1e-07,1e-07,1e-07,
60,50,0.0480001,1e-07,1e-07,1e-07,1e-07,
60,50,0.0480001,0.2,1e-07,1e-07,1e-07,
60,50,0.0480001,0.4,1.03099e-07,1.03553e-07,1e-07,
60,50,0.0480001,0.6,1.48269e-06,1.46851e-06,1e-07,
60,50,0.0480001,0.8,2.88908e-05,2.86972e-05,1e-07,
60,50,0.0480001,1,0.000174528,0.000173637,1e-07,
60,50,0.0860001,1e-07,1e-07,1e-07,1e-07,
60,50,0.0860001,0.2,3.6236e-05,3.60243e-05,1e-07,
60,50,0.0860001,0.4,0.0135343,0.0135161,1e-07,
60,50,0.0860001,0.6,0.103717,0.103672,1e-07,
60,50,0.0860001,0.8,0.29379,0.293748,1e-07,
60,50,0.0860001,1,0.554052,0.554032,1e-07,
60,50,0.124,1e-07,1e-07,1e-07,1e-07,
60,50,0.124,0.2,0.0237611,0.0237412,1e-07,
60,50,0.124,0.4,0.490455,0.490459,1e-07,
60,50,0.124,0.6,1.44694,1.44702,1e-07,
60,50,0.124,0.8,2.56522,2.56532,1e-07,
60,50,0.124,1,3.67741,3.6775,1e-07,
60,50,0.162,1e-07,1e-07,1e-07,1e-07,
60,50,0.162,0.2,0.28663,0.286625,1e-07,
60,50,0.162,0.4,1.94469,1.94476,1e-07,
60,50,0.162,0.6,3.97654,3.97656,1e-07,
60,50,0.162,0.8,5.8882,5.88816,1e-07,
60,50,0.162,1,7.59634,7.59626,1e-07,
60,50,0.2,1e-07,1e-07,1e-07,1e-07,
60,50,0.2,0.2,0.962523,0.96257,1e-07,
60,50,0.2,0.4,3.79966,3.79965,1e-07,
60,50,0.2,0.6,6.49905,6.49897,1e-07,
60,50,0.2,0.8,8.81433,8.81423,1e-07,
60,50,0.2,1,10.8004,10.8003,1e-07,
